"Organization - Name","Organization - Labels","Organization - Address","Organization - People","Organization - Closed deals","Organization - Open deals","Organization - Next activity date","Organization - Owner","Organization - Won deals"
"K LAB Co.","Vendor","K LAB Co.,LTD. 94-23, Techno 2-ro, Yuseong-gu, Daejeon, Republic of Korea","1","0","0","","Alexandru Udrea","0"
"Space CAD","CUSTOMER","Kazanlak, Bulgaria","1","0","0","","Alexandru Udrea","0"
"Eckerle Industrie Kft","","Kiskőrös, Dózsa György út 44, 6200 Hungary","1","0","0","","Alexandru Udrea","0"
"JÄGER Handling GmbH","","Kocherweg 28, 74429 Sulzbach-Laufen-Sulzbach, Germany","1","0","0","","Alexandru Udrea","0"
"Mikrotron","Vendor","Landshuter Str. 20-22, 85716 Unterschleißheim, Germany","5","0","0","","Alexandru Udrea","0"
"heliotis AG","Vendor","Längenbold 5, 6037 Root, Lucerne, Switzerland","1","0","0","","Alexandru Udrea","0"
"BDLemntech","CUSTOMER","Leordeni, Popesti-Leordeni, Ilfov, Romania","1","1","0","","Alexandru Udrea","0"
"Sio1NET","CUSTOMER","Ljublijana, Slovenija","1","0","0","","Alexandru Udrea","0"
"Metrel","CUSTOMER","Ljubljanska, Slovenija","1","0","0","","Alexandru Udrea","0"
"Lokoma","Vendor","Lokomastr. 1 D-89420 Höchstädt/Donau","2","0","0","","Alexandru Udrea","0"
"ECU Depot Inc.","Vendor","Longhua, Longhua District, Shenzhen, Shenzhen, Guangdong Province, China","1","0","0","","Alexandru Udrea","0"
"Alprof","CUSTOMER","Lumina, Constanta, Romania","1","0","0","","Alexandru Udrea","0"
"Binar Holding","CUSTOMER","Maramureș, Romania","1","1","0","","Alexandru Udrea","1"
"CSC JÄKLECHEMIE GmbH & Co. KG","Vendor","Matthiasstraße 10-12 90431 Nürnberg","1","0","0","","Alexandru Udrea","0"
"Topaz","CUSTOMER","MD­-2069, Republic of Moldova, Chisinau, Dm.Cantemir st.1","1","1","0","","Alexandru Udrea","0"
"Microdiamant - Pureon","Vendor","Microdiamant GmbH, Heinrich-Horten-Straße 35, D-47906 Kempen Krefeld HRB 13092, Ust-IdNr. DE 815212668","4","0","0","","Alexandru Udrea","0"
"Metagalax","CUSTOMER","Miercurea Ciuc, Harghita, Romania","3","0","0","","Alexandru Udrea","0"
"Vector Austria GmbH","Vendor","Millennium Tower, Etage 41  Handelskai 94-96  A-1200 Wien  Österreich","2","0","0","","Alexandru Udrea","0"
"Epak Electronics Ltd","Vendor","Millfield Estate, Chard, Somerset, TA20 2BB, United Kingdom","1","0","0","","Alexandru Udrea","0"
"Aprex Auto Moinesti","CUSTOMER","Moinești, Bacău, Romania","1","0","0","","Alexandru Udrea","0"
"Fordaq International","CUSTOMER","Municipiul Bucuresti Sector 1, Romania, Str. SEVASTOPOL nr. 24, CAMERA 104, Romania","1","1","0","","Alexandru Udrea","0"
"Danieli Corus","CUSTOMER","n/a","1","1","0","","Alexandru Udrea","0"
"Onmedia","CUSTOMER","Neamt, Romania","1","2","0","","Alexandru Udrea","1"
"DMV","CUSTOMER","Nis, Serbia","1","0","0","","Alexandru Udrea","0"
"MEDIST Life Science","Vendor","No. 34 Ion Urdareanu Street Bucharest, 050688","1","0","0","","Alexandru Udrea","0"
"Top Tech Machines","Vendor","No. 6-3, Dali Street, Dali District, Taichung City, Taiwan 412","3","0","0","","Alexandru Udrea","0"
"Gunter Schuchardt GmbH","Vendor","Nordheimer Str. 61 D-74348 Lauffen a.N.","1","0","0","","Alexandru Udrea","0"
"Hanna Instruments Srl","CUSTOMER","Nusfalau, Salaj, Romania","1","0","0","","Alexandru Udrea","0"
"Liceul de Agricultura si Industrie Alimentara Odobesti Vrancea","CUSTOMER","Odobești 625300","1","1","0","","Alexandru Udrea","0"
"CDB Union","CUSTOMER","Odorheiu Secuiesc, Harghita, Romania","1","0","0","","Alexandru Udrea","0"
"Nevo Sectore LTD.","CUSTOMER","Okolovrasten Pat 23, Manastirski Livadi 1404 Sofia, Bulgaria","1","0","0","","Alexandru Udrea","0"
"Showagroup","","Olanda","1","0","0","","Alexandru Udrea","0"
"Lord Industrial Tools","Vendor","Olt, Romania","1","0","0","","Alexandru Udrea","0"
"UTI Facility Management SA","CUSTOMER","Oltenitei Avenue, S4, 041303 Bucharest, Romania","1","1","0","","Alexandru Udrea","0"
"Premagro","CUSTOMER","Oradea, Romania","1","0","1","2025-08-26","Alexandru Udrea","0"
"Wurth Romania","Vendor","Otopeni","2","0","0","","Alexandru Udrea","0"
"Manner","Vendor","P.O.Box 3, 10901 Hanko, FINLAND","1","0","0","","Alexandru Udrea","0"
"OPTICOELECTRON GROUP","CUSTOMER","Panagyurishte, Bulgaria","1","0","0","","Alexandru Udrea","0"
"Pregis Nederland B.V","","Park Forum 1053, 5657 HJ Eindhoven, The Netherlands","1","0","0","","Alexandru Udrea","0"
"ATT S.E. EUROPE","Vendor","Paul Constantinescu Nr. 48, Et. 2, Timisoara","1","0","0","","Alexandru Udrea","0"
"Carbochim","Vendor","Piața 1 Mai 3, Cluj-Napoca, Romania","1","0","0","","Alexandru Udrea","0"
"Metabet CF SA","CUSTOMER","Pitesti, Romania","1","0","0","","Alexandru Udrea","0"
"Global Enterprises International","CUSTOMER","Ploiesti","3","0","1","","Alexandru Udrea","0"
"SC 24 IANUARIE S.A Ploiesti","CUSTOMER","Ploiesti","1","0","0","","Alexandru Udrea","0"
"Timken","CUSTOMER","Ploiesti, Prahova, Romania","3","2","0","2023-03-14","Alexandru Udrea","0"
"Electromecanica Ploiesti","CUSTOMER","Ploiești, Romania","2","3","0","","Alexandru Udrea","0"
"Bilex-lp","CUSTOMER","Plovdiv, Bulgaria","1","0","0","","Alexandru Udrea","0"
"EUREL","CUSTOMER","Poljcane, Slovenia","1","0","0","","Alexandru Udrea","0"
"XIRU DENTAL ART SRL","CUSTOMER","Prahova, Romania","1","1","0","","Alexandru Udrea","0"
"D-Log","","Prahova, Romania","1","0","0","","Alexandru Udrea","0"
"Wingsrom Flying Quality Products","","Prahova, Romania","1","0","0","","Alexandru Udrea","0"
"DATALAN Quality Instruments (DQI)","Vendor","Púchovská 8, 831 06 Bratislava, Slovakia","1","0","0","","Alexandru Udrea","0"
"Putkiaivot Oy","CUSTOMER","Pursimiehenkatu 8b, 24100 Salo, Finland","1","1","0","","Alexandru Udrea","0"
"Purex International Ltd","Vendor","QWP House, Island Drive, Capitol Park,Thorne. DN8 5UE. UK","2","0","0","","Alexandru Udrea","0"
"Wie-Tec","Vendor","Rasmussenstraße 151 37318 Gerbershausen","1","0","0","","Alexandru Udrea","0"
"Strad Violin SRL","CUSTOMER","Reghin. str. Durilor, nr. 13A, Mures","1","1","0","","Alexandru Udrea","0"
"TT Electronics Sensing and Control","CUSTOMER","Remetea Mare, Romania","1","0","0","","Alexandru Udrea","0"
"SUMITOMO ELECTRICO BORDNETZE","","Republic of Moldova","2","1","0","","Alexandru Udrea","1"
"Schuetz Messtechnik","Vendor","Rheinstraße 7D, Teltow, Germany","1","0","0","","Alexandru Udrea","0"
"Weidinger GmbH","Vendor","Ringstraße 17, 82223 Eichenau, Germany","1","0","0","","Alexandru Udrea","0"
"SK SCHEIDEL - KUNSTSTOFFE - GLAS  GmbH","Vendor","Robert-Bosch-Str. 17 D - 78667 Villingendorf / Rottweil","1","0","0","","Alexandru Udrea","0"
"Pagi G&P","CUSTOMER","Roman, Romania","1","0","0","","Alexandru Udrea","0"
"GDS Manufacturing Services","CUSTOMER","Romania","2","1","0","","Alexandru Udrea","1"
"Metro Recycling Srl","CUSTOMER","Romania","1","0","0","","Alexandru Udrea","0"
"Sirca Romania","CUSTOMER","Romania","1","0","0","","Alexandru Udrea","0"
"Zuhlke","CUSTOMER","Rua de José Falcão 199, 4050-215 Porto, Portugal","1","1","0","","Alexandru Udrea","0"
"EPI-SISTEM","CUSTOMER","Săcele, Romania","1","1","0","","Alexandru Udrea","0"
"Hitec Messtechnik","Vendor","Salzstraße 25, 74676 Niedernhall, Germany","4","0","0","","Alexandru Udrea","0"
"Durkopp Adler","CUSTOMER","Sangeorgiu de Mures, Mures, Romania","1","0","0","","Alexandru Udrea","0"
"Imatex sa","CUSTOMER","Santana de Mures","1","0","0","","Alexandru Udrea","0"
"Autonova","CUSTOMER","Satu Mare , Str.Fagului 35 , 440186 Romania","1","0","0","","Alexandru Udrea","0"
"Alu Menziken","CUSTOMER","Satu Mare, Romania","8","3","2","","Alexandru Udrea","1"
"Contitech Fluid Automotive","CUSTOMER","Satu Mare, Romania","3","1","1","","Alexandru Udrea","0"
"Trutzi Fier Forjat","CUSTOMER","Scheia, Suceava, Romania","1","0","0","","Alexandru Udrea","0"
"Carmistin","CUSTOMER","Sector 1, București, Romania","3","1","0","","Alexandru Udrea","0"
"Cores Impex","CUSTOMER","Sectorul 1, București, Romania","1","1","0","","Alexandru Udrea","0"
"Audionova","CUSTOMER","Sectorul 2, București, Romania","1","1","0","","Alexandru Udrea","0"
"Complet Project","CUSTOMER","Sectorul 3, București, Romania","1","0","0","","Alexandru Udrea","0"
"Instel Top Grup","CUSTOMER","Sediu : Gageni, nr 671A / Paulesti Punct de Lucru : Soseaua Ploiesti-Targoviste Km 8 Str. Elipsei nr.6 /Ploiesti Ploiesti Industrial Parc","1","1","0","","Alexandru Udrea","0"
"NS LAB","Vendor","Selimpaşa Merkez, 6093. Sokak no 56/3, Silivri/İstanbul, Turkey","2","0","0","","Alexandru Udrea","0"
"L-Tek","CUSTOMER","Sentjernej, Slovenia","1","0","0","","Alexandru Udrea","0"
"MetaloBox Rom-Sud","Vendor","Sfantu Gheorghe, Jud. Covasna","1","0","0","","Alexandru Udrea","0"
"Autoliv Covasna","CUSTOMER","Sfântu Gheorghe, Romania","4","1","1","2025-10-15","Alexandru Udrea","0"
"The University of Sheffield","CUSTOMER","Sheffield, UK","1","1","0","","Alexandru Udrea","1"
"3D Measurement Solutions Marginean","CUSTOMER","Sibiu, Romania","1","0","0","","Alexandru Udrea","0"
"Ceprocs","CUSTOMER","Sibiu, Romania","1","0","0","","Alexandru Udrea","0"
"CGR Transilvania","CUSTOMER","Sibiu, Romania","2","0","0","","Alexandru Udrea","0"
"AUMOVIO Systems Romania S.R.L. (Continental Sibiu)","CUSTOMER","Sibiu, Romania","148","247","21","2025-02-19","Alexandru Udrea","125"
"Dressel Hofner Medias","CUSTOMER","Sibiu, Romania","1","0","0","","Alexandru Udrea","0"
"Euchmer","CUSTOMER","Sibiu, Romania","1","0","0","","Alexandru Udrea","0"
"Foto Universal SRL","CUSTOMER","Sibiu, Romania","1","0","0","","Alexandru Udrea","0"
"Hendrickson","CUSTOMER","Sibiu, Romania","1","0","0","","Alexandru Udrea","0"
"IFM Electronic","CUSTOMER","Sibiu, Romania","6","4","0","","Alexandru Udrea","0"
"Inspire","CUSTOMER","Sibiu, Romania","1","0","0","","Alexandru Udrea","0"
"Jaeggi Industries SRL","CUSTOMER","Sibiu, Romania","2","0","1","2026-02-26","Alexandru Udrea","0"
"Jlg Manufacturing Central Europe Srl","CUSTOMER","Sibiu, Romania","1","0","0","","Alexandru Udrea","0"
"Marquardt Schaltsysteme S.C.S.","CUSTOMER","Sibiu, Romania","21","20","1","2025-05-26","Alexandru Udrea","7"
"phoenix-mecano.ro","CUSTOMER","Sibiu, Romania","1","0","0","","Alexandru Udrea","0"
"Facultatea de Inginerie Hermann Oberth , Catedrala TCM","CUSTOMER","Sibiu, Romania","2","0","0","","Alexandru Udrea","0"
"Thyssenkrupp Bilstein","CUSTOMER","Sibiu, Romania","14","9","0","","Alexandru Udrea","4"
"Guntner","CUSTOMER","Sibiu, Romania","4","6","1","","Alexandru Udrea","3"
"Matec CNC Technik","CUSTOMER","Sibiu, Romania","1","1","0","","Alexandru Udrea","0"
"Akkord","Vendor","Sibiu, Romania","2","1","0","","Alexandru Udrea","0"
"Vitesco Technologies Engineering Sibiu","CUSTOMER","Sibiu, Romania","6","9","0","","Alexandru Udrea","1"
"Recticel Bedding Romania","CUSTOMER","Sibiu, Romania","1","5","0","","Alexandru Udrea","3"
"Fastenal","CUSTOMER","Sibiu, Romania","1","1","0","","Alexandru Udrea","0"
"Kendrion Automotive (Sibiu) S.R.L.","CUSTOMER","Sibiu, Romania","3","1","0","","Alexandru Udrea","0"
"Solution von Hermannstadt","CUSTOMER","Sibiu, Romania","1","0","0","","Alexandru Udrea","0"
"Wenglor Ro","CUSTOMER","Sibiu, Romania","1","0","0","","Alexandru Udrea","0"
"Apa-canal S.A. Sibiu","CUSTOMER","Sibiu, Romania","1","0","0","","Alexandru Udrea","0"
"AC Electric Tech","CUSTOMER","Sibiu, Romania","2","0","0","","Alexandru Udrea","0"
"Grupo Antolin Sibiu","CUSTOMER","Sibiu, Romania","3","0","0","","Alexandru Udrea","0"
"Compa S.A.","CUSTOMER","Sibiu, Romania","7","3","0","2024-06-12","Alexandru Udrea","0"
"Swzt","Vendor","Sibiu, Romania","1","0","0","","Alexandru Udrea","0"
"Nord Drivesystems SRL","CUSTOMER","Sibiu, Romania","1","0","0","","Alexandru Udrea","0"
"4MMP SRL","CUSTOMER","Sibiu, Romania","2","0","1","","Alexandru Udrea","0"
"CON-A","CUSTOMER","Sibiu, Romania","1","1","0","","Alexandru Udrea","0"
"Varitec","","Sibiu, Romania","1","0","0","","Alexandru Udrea","0"
"Rehm Thermal Systems","","Sibiu, Romania","1","0","0","","Alexandru Udrea","0"
"Move IT Smart","CUSTOMER","Sibiu, Romania","1","0","0","","Alexandru Udrea","0"
"Bico Trading Company","CUSTOMER","Sibiu, Romania","1","0","0","","Alexandru Udrea","0"
"Schunk Intec SRL","Vendor","Sibiu, Romania","1","0","0","","Alexandru Udrea","0"
"PRO CNC PRECISION","","Sibiu, Romania","1","0","0","","Alexandru Udrea","0"
"AUMOVIO Autonomous Mobility Romania","CUSTOMER","Sibiu, Romania","2","1","1","","Alexandru Udrea","1"
"GERO TOOLS S.R.L.","Vendor","Sibiu, Romania","1","0","0","","Alexandru Udrea","0"
"asecos GmbH","Vendor","Sicherheit und Umweltschutz Weiherfeldsiedlung 16 - 18  D-63584 Gründau","4","0","0","","Alexandru Udrea","0"
"Werth Messtechnik GmbH","CUSTOMER","Siemensstraße 19, 35394 Gießen, Germany","1","0","0","","Alexandru Udrea","0"
"Comerpam","CUSTOMER","Sighetu Marmației, Maramureș, Romania","1","0","0","","Alexandru Udrea","0"
"Novamecanica","CUSTOMER","Sighisoara, Romania","1","0","0","","Alexandru Udrea","0"
"Elettrosud Group","CUSTOMER","Siria","1","0","0","","Alexandru Udrea","0"
"Hexagon","CUSTOMER","Siseseti Ave District 1, Bucharest, Romania","1","0","0","","Alexandru Udrea","0"
"Instrumentation Technologies","CUSTOMER","Slovenia","1","0","0","","Alexandru Udrea","0"
"Elektrina","CUSTOMER","Slovenija","1","0","0","","Alexandru Udrea","0"
"University of Forestry","CUSTOMER","Sofia, Bulgaria","1","0","0","","Alexandru Udrea","0"
"Proma Machinery","Vendor","Sos. de Centura nr. 45, Chiajna 077040, jud. Ilfov, Romania","1","0","0","","Alexandru Udrea","0"
"Iris Broadcast Services","Vendor","Șos. Mangaliei 72, Constanța, CT, Romania","1","0","0","","Alexandru Udrea","0"
"Avitech Co SRL","CUSTOMER","Sos. Pipera 59 Depozit Atlas Hala 2 Intrarea K 020111 Bucuresti, sector 2","1","0","1","","Alexandru Udrea","0"
"Unitatea Militară 02606 București","CUSTOMER","Soseaua  Antiaeriana nr. 6 sector 5 Bucuresti","1","1","0","","Alexandru Udrea","1"
"Wago Kontakttechnik Romania SRL","CUSTOMER","Șoseaua Pipera-Tunari nr 1/1 building1 ,2 floor  Bucharest, Romania","1","0","0","","Alexandru Udrea","0"
"SCDA Brăila","CUSTOMER","Soseaua Vizirului km 9, Braila, cod 810008, CP 1001, Oficiul Postal Nr. 10, Judet Braila","1","1","0","","Alexandru Udrea","0"
"Volume Graphics GmbH","Vendor","Speyerer Straße 4 – 6 | 69115 Heidelberg, Germany","1","0","0","","Alexandru Udrea","0"
"ELCEN Bucuresti","CUSTOMER","Splaiul Independenței 227, Bucharest, Romania","1","1","0","","Alexandru Udrea","0"
"di-soric Solutions","Vendor","Steinbeisstr. 6 DE-73660 Urbach","1","0","0","","Alexandru Udrea","0"
"Smart Wrap","CUSTOMER","Str. 1 Decembrie 1918 , nr.14  Rasnov","1","0","0","","Alexandru Udrea","0"
"Roengg","CUSTOMER","Str. 3 Ierarhi, nr. 9-11, Et. 2, Ploiesti,","1","1","0","","Alexandru Udrea","0"
"Hifi Filter","Vendor","Str. Avram Iancu Nr. 17C  075100 OTOPENI, jud Ilfov - RO - ROMANIA","1","0","0","","Alexandru Udrea","0"
"Deutsche Messe  Camera de comert si Industrie Romano-Germana","CUSTOMER","Str. Clucerului 35, Bucharest, Romania","1","0","0","","Alexandru Udrea","0"
"HOLLROM IMPEX SRL","Vendor","Str. Constantin Nacu nr.3, PARTEA A, Ap. 1, Bucuresti, Sector 2, ROMANIA","1","0","0","","Alexandru Udrea","0"
"Hach Lange s.r.l. [Romania]","Vendor","Str. Delea Veche nr. 24, Bl. A, Et.5, Modul M1 | 24102 Bucuresti | Romania","3","0","0","","Alexandru Udrea","0"
"Institutul pentru Tehnologii Avansate","CUSTOMER","Str. Dinu Vintila nr. 10, sector 2 Cod fiscal:- Cod postal:021102 Cod NUTS:RO32 Bucuresti - Ilfov Localitate:Bucuresti","3","4","0","","Alexandru Udrea","1"
"Institutul National de Sanatate Publica Bucuresti","CUSTOMER","Str. Dr. Leonte Anastasievici Nr.1-3, Sector 5 Bucuresti, 050463","4","3","0","2025-02-14","Alexandru Udrea","0"
"Geplast","Vendor","Str. Ecologistilor Nr.14 Sacele, Brasov RO-505600","1","0","0","","Alexandru Udrea","0"
"Schneider Electric","Vendor","Str. Fundatura Harmanului nr.2, Complex Duplex 2, Stand A1. Oras: Brasov, Jud. Brasov","0","0","0","","Alexandru Udrea","0"
"TerraGaz Construct","CUSTOMER","Str. Ion Mihalache 3, Otopeni, Ilfov County, Romania","1","1","0","","Alexandru Udrea","0"
"S.C. P.M.C. MARINE SAFETY S.R.L.","Vendor","Str. Pescarilor, Nr. 39, Spațiul Comercial 2, Bl. FZ-10 (B) Parter Sud/Est, 900581, Constanța","1","0","0","","Alexandru Udrea","0"
"Softlink Central Europe SRL","Vendor","Str. Simion Bărnuțiu 11 407280 Florești Cluj Napoca, Cluj","1","0","0","","Alexandru Udrea","0"
"Bachmann Romania","Vendor","Str. Stadionului Nr.88 551105  Medias - Romania","4","0","0","","Alexandru Udrea","0"
"Directia Nationala Anticoruptie","CUSTOMER","Str. Știrbei Vodă nr. 79-81, cod 010106 Bucuresti","1","1","0","","Alexandru Udrea","0"
"Naposint Prodcom","CUSTOMER","str. Tetarom FN, E576 FN, Răscruci 407107","1","0","0","","Alexandru Udrea","0"
"DMT Marine Equipment","CUSTOMER","Str. Vadul Șacalelor nr.6 , Galați, Romania","1","0","0","","Alexandru Udrea","0"
"Napoca Expert","Vendor","str. Vidraru 1-3/88, CLUJ-NAPOCA, CLUJ","1","0","0","","Alexandru Udrea","0"
"Akro","Vendor","Str. Zizinului, Nr. 110 Cod: 500407 Brașov , ROMÂNIA","1","0","0","","Alexandru Udrea","0"
"Bioeuro","CUSTOMER","Str.Brigadierilor 5,400390,Cluj Napoca,Romania","1","0","0","","Alexandru Udrea","0"
"G.K.R. Impex SRL","CUSTOMER","Str.Cpt.Girbea Ion  4 Bl.P2C Sc A ap 19 Bucuresti","1","0","0","","Alexandru Udrea","0"
"Innovatest - Olympus","Vendor","Str.Ferme D nr.5 , Otopeni , Ilfov","1","0","0","","Alexandru Udrea","0"
"Argona","CUSTOMER","Str.Gheorghe Baritiu nr.32 C , Blaj","1","0","0","","Alexandru Udrea","0"
"Flexik Automation","CUSTOMER","Str.Petofi Sandor nr.81 Timis , 3071 Dumbravita","1","0","0","","Alexandru Udrea","0"
"Osma Plast Romania SRL","CUSTOMER","Str.Petru Rares nr.11 Turda, Jud.Cluj","1","0","0","","Alexandru Udrea","0"
"Nimet SRL","CUSTOMER","Str.Targului 137121/ Lazuri (DB)","1","0","1","","Alexandru Udrea","0"
"SC Kocs SRL","Vendor","Str.Timis Nr.68 A Sacele","1","0","0","","Alexandru Udrea","0"
"Delta Event","Vendor","Strada Agudului, 600304 Bacău, Romania","1","0","0","","Alexandru Udrea","0"
"Infinitrade","CUSTOMER","Strada Alexandru Macedonski 9, Timișoara, Romania,300215","4","5","0","","Alexandru Udrea","0"
"Porsche Engineering","CUSTOMER","Strada Alexandru Vaida Voevod 16, Cluj-Napoca, Romania","2","0","0","","Alexandru Udrea","0"
"Groupe Renault","CUSTOMER","Strada Aviatorilor 135500, Titu, Romania","7","3","1","","Alexandru Udrea","1"
"G.R.R. International S.R.L.","CUSTOMER","Strada Câmpului 1, Râșnov, Romania","3","5","1","","Alexandru Udrea","2"
"Dexion Storage Solutions","Vendor","Strada Câmpului 1a, Râșnov, Romania","3","1","0","","Alexandru Udrea","1"
"Europig SA","CUSTOMER","Strada Campului, Nr: 1 500064 SERCAIA","1","1","0","","Alexandru Udrea","0"
"Nanoteam","Vendor","Strada Căpitan Grigore Ignat 26, Cluj-Napoca, Romania","1","0","0","","Alexandru Udrea","0"
"VGA Die Cast Solutions","CUSTOMER","Strada Careiului 34, Satu Mare, Romania","1","0","0","","Alexandru Udrea","0"
"SMC Romania","CUSTOMER","Strada Ceahlău 81, Cluj-Napoca, Romania","1","0","0","","Alexandru Udrea","0"
"GRIMAS Control S.R.L.","Vendor","Strada Constructorilor 5, Sfântu Gheorghe, Romania","2","1","0","","Alexandru Udrea","1"
"Hella Romania","CUSTOMER","Strada Coriolan Brediceanu 10, Timișoara, Romania","2","0","1","","Alexandru Udrea","0"
"Symphelectronics","CUSTOMER","Strada Cornelia Sălceanu 28, Timișoara 300561","1","7","0","","Alexandru Udrea","3"
"TGV Media","CUSTOMER","Strada Dimitrie Racoviță 3b, Sector 2, București, Romania","1","1","0","","Alexandru Udrea","1"
"Liande Equipment SRL","CUSTOMER","Strada Dr. Iacob Felix,street nr.87, Felix Office Building Bucharest, Romania","1","0","0","","Alexandru Udrea","0"
"American Pan Europe","CUSTOMER","Strada Dunării 277, Alexandria, Romania","1","0","0","","Alexandru Udrea","0"
"Fortech Investments","CUSTOMER","Strada Frunzișului 106, Cluj-Napoca 400664","1","0","0","","Alexandru Udrea","0"
"Neveon Romania SRL","CUSTOMER","Strada Gării 13, Șelimbăr, Romania","3","5","0","","Alexandru Udrea","2"
"SIDEM Steering in Safety","CUSTOMER","Strada Humorului 117 , Șcheia, Romania","1","0","0","","Alexandru Udrea","0"
"F Haus SRL","CUSTOMER","Strada Iuliu Maniu, Satu Mare","1","1","0","","Alexandru Udrea","0"
"Ecology View","CUSTOMER","Strada Livezii 63, Cluj-Napoca 400394, Romania","1","0","0","","Alexandru Udrea","0"
"Energom","CUSTOMER","Strada Luncii 5, Cluj-Napoca, Romania","2","0","0","","Alexandru Udrea","0"
"Electro-Total","CUSTOMER","Strada Mecet 42-44, București 024086","2","0","0","","Alexandru Udrea","0"
"Teomsi Electric","CUSTOMER","Strada Mehedinți 6, Cluj-Napoca 400535, Romania","1","0","0","","Alexandru Udrea","0"
"3M Romania","Vendor","Strada Menuetului 12, Bucharest, Romania,Building D, 3-rd Floor, Bussines Park, 013713","1","0","0","","Alexandru Udrea","0"
"Uztel S.A.  Oilfiels Equipment Manufacturing And Repairs Company","CUSTOMER","Strada Mihai Bravu 243, Ploiești, Romania","2","0","0","","Alexandru Udrea","0"
"Demgy","CUSTOMER","Strada Negoiu 151, Făgăraș 505200, Romania","3","1","0","","Alexandru Udrea","0"
"DedienneRoumanie","CUSTOMER","Strada Negoiu, Făgăraș, Romania","1","0","0","","Alexandru Udrea","0"
"SumiRiko AVS Romania","CUSTOMER","Strada Parc Industrial Sud 11, Satu Mare 440247","2","2","0","","Alexandru Udrea","0"
"Agil-Sys.SRL","CUSTOMER","Strada Primăverii 37, Șura Mare 557260, Romania","1","0","0","","Alexandru Udrea","0"
"Sis Suport Industrial si Servicii SRL","CUSTOMER","Strada Şcheilor nr.26, Codlea, Romania","1","0","0","","Alexandru Udrea","0"
"Logic Computer","CUSTOMER","Strada Spătarului 16, București 020775","2","1","0","","Alexandru Udrea","0"
"Dourdin Romania Decorative Solutions","CUSTOMER","Strada Tamași, Nr.20 , Hala 2 ,Buftea, Ilfov ,Romania","1","0","0","","Alexandru Udrea","0"
"Hella Lugoj","CUSTOMER","Strada Tapiei 55, Lugoj 305500, Romania","15","23","5","2025-11-19","Alexandru Udrea","8"
"Mapason Prod SRL","Vendor","Strada Târgului 12, Brașov, Romania","8","0","0","","Alexandru Udrea","0"
"Salus Controls Romania SRL","CUSTOMER","Strada Traian Vuia 126, Cluj-Napoca, Romania","1","5","2","","Alexandru Udrea","3"
"Klass Residence Invest SRL","CUSTOMER","Strada Văliug nr.5, in incita Autotim ,Timișoara, Romania","1","0","0","","Alexandru Udrea","0"
"Electro alfa","CUSTOMER","Strada Zizinului 102, Brașov 500407","1","0","0","","Alexandru Udrea","0"
"Universitatea Stefan cel Mare Suceava","CUSTOMER","Suceava, Romania","5","4","2","","Alexandru Udrea","1"
"Ornitela, UAB","Vendor","Švitrigailos g. 11K–109,  Vilnius LT-03228,Lithuania","1","0","0","","Alexandru Udrea","0"
"ArtEdge","CUSTOMER","Switzerland, Chemin des Jardinets 2 Ch-2710 Tavannes","1","0","0","","Alexandru Udrea","0"
"BPS Business Power Systems Hungary","Vendor","Szilas Street 10, Nagytarcsa, 2142","2","0","0","","Alexandru Udrea","0"
"GLOGAR UMWELTTECHNIK GMBH","Vendor","Tagerbachstraße 10 AT – 4490 St. Florian bei Linz","1","0","0","","Alexandru Udrea","0"
"Combinatul de Oteluri Speciale Targoviste","CUSTOMER","Targoviste, Dambovita, Romania","1","0","0","","Alexandru Udrea","0"
"Centru de transfuzie Sanguina Tg Mures","CUSTOMER","Târgu Mureș, Mureş, Romania","1","1","0","","Alexandru Udrea","0"
"UMF Targu Mures","CUSTOMER","Targu Mures, Romania","1","1","0","","Alexandru Udrea","0"
"Sapientia Hungarian University of Transilvania","CUSTOMER","Târgu Mureș, Romania , OP 9, CP 4 Corunca","1","0","0","","Alexandru Udrea","0"
"Procardia","CUSTOMER","Târgu Mureș, Str. Mihai Eminescu nr. 3 Jud. Mureș, România, Cod: 540043","2","5","0","","Alexandru Udrea","0"
"Plasmaterm","CUSTOMER","Tg Mures, Mures, Romania","1","0","0","","Alexandru Udrea","0"
"EL-CO","CUSTOMER","Tg. Secuiesc, Romania","1","0","0","","Alexandru Udrea","0"
"Lotek UK Limited","Vendor","The Old Courts, Worgret Road, Wareham  BH20 4PL, United Kingdom","1","0","0","","Alexandru Udrea","0"
"Sunlight","CUSTOMER","Thivaidos 22, Kifisia, Greece","1","1","0","","Alexandru Udrea","0"
"Topband Smart Europe Company Limited SRL","CUSTOMER","Timis","9","15","0","","Alexandru Udrea","10"
"Flexik Automation S.R.L.","","Timis","1","0","0","","Alexandru Udrea","0"
"AUMOVIO Technologies Romania (Continental Timisoara)","CUSTOMER","Timis, Romania","62","63","9","2025-10-16","Alexandru Udrea","23"
"Elma Electronic Romania","CUSTOMER","Timis, Romania","10","3","3","2025-10-20","Alexandru Udrea","1"
"Hella Timisoara (Ghiroda)","CUSTOMER","Timis, Romania","51","61","2","","Alexandru Udrea","42"
"Hella Corporate Center (Giarmata - TM)","CUSTOMER","Timis, Romania","15","38","2","","Alexandru Udrea","19"
"Elba","CUSTOMER","Timis, Romania","11","2","3","2025-08-18","Alexandru Udrea","0"
"Draexlmaier Automotive Romania Timisoara","CUSTOMER","Timis, Romania","28","43","5","2025-07-25","Alexandru Udrea","19"
